Varenummer;Varegruppenavn;Varenavn;Pris;Beholdning;Vaegt;Modelbetegnelse;EAN nummer;Producentnavn;Leveringstid
48185;Hardware;Goobay Universal Power Adapter 3-12V 240V 1500 mA;8.7;8;0.0004;53997;4040849539978;Goobay;0
48186;Hardware;Goobay Universal Power Adapter 5-12V 240V 3000 mA;10.58;2;0.0005;53999;4040849539992;Goobay;0
59017;Hardware;Goobay SUB-D cable 25 pin Hun>Hun 1.8meter;1.34;4;0.24;50204;4040849502040;Goobay;0
67646;Mobiler, Telefoni & Navigation;Goobay Antenne Signal Forstærker 1 til 2x15 dB;6.69;4;0.4;67226;4040849670398;Goobay;0
67652;Mobiler, Telefoni & Navigation;Goobay DVB-T Antenne bar 35DB Sort;13.26;0;0.5;67181;4040849671814;Goobay;4
67766;Hardware;Goobay iPhone/iPod 3,5mm stereo earplugs hvid;1.87;50;0;42147;4040849421471;Goobay;0
67777;Mobiler, Telefoni & Navigation;Goobay VESA Wallmount op til 42 tilt/drej Sølv;13.26;5;0.001;51885;4040849518850;Goobay;0
67783;Hardware;Goobay Universal Projector Loftmonteringspakke;13.26;3;1.08;51905;4040849519055;Goobay;0
67828;Mobiler, Telefoni & Navigation;Goobay Skærmbeskyttelse iPhone 4/4S 12 stk;2.01;2;0.05;42881;4040849438814;Kabler/Tilbeh;0
67851;Hardware;Goobay universal wallmount ultraslim 32-55;9.24;2;0.25;63490;4040849520853;Goobay;0
68122;Hardware;Goobay EasyFlex L Wallmount Slim op til 55 Tilt;11.92;20;0.0055;63494;4040849520877;Goobay;0
68123;Hardware;Goobay TV EasyFlex L Tilt Sort;15.93;6;2;67822;4040849519352;Goobay;0
68154;Computere & Tablets;iPad Cover med BlueTooth tastatur;6.56;50;0.3;iPad Cover med BlueTooth tastatur;;Apple Reservedele;0
68190;Mobiler, Telefoni & Navigation;iPhone 5 Back Cover - White;1.34;1;0.1;DCSiphone5-004W;;Apple Reservedele;0
68192;Mobiler, Telefoni & Navigation;iPhone 5 Battery;6.56;21;0.1;DCSiphone5-007;;Apple Reservedele;0
68203;Mobiler, Telefoni & Navigation;iPhone 5 Speaker;0.54;5;0.1;DCSiphone5-018;;Apple Reservedele;0
68216;Mobiler, Telefoni & Navigation;iPhone 5 SIMcard Tray Black;0.27;2;0.1;DCSiphone5-012B;;Apple Reservedele;0
68219;Mobiler, Telefoni & Navigation;iPhone 5 keys Volume/Vibration/power Sort;0.27;9;0.0001;DCSiphone5-014;;Apple Reservedele;0
68233;Computere & Tablets;iPad 2 Front camera;0.27;4;0.1;DCSiPad2-010F;;Apple Reservedele;0
68242;Hardware;iPad 3/4 LCD Display;13.26;1;0.1;DCSiPad3-001;;Apple Reservedele;0
68525;Computere & Tablets;iPad 3/4 Touch Screen assembly white;10.04;0;0.0003;DCSiPad4-003-white;;Apple Reservedele;7
70299;Hardware;Goobay RJ45 CAT 5e U/UTP CCA 0,5m Grey;0.67;0;0.0001;68337;4040849683374;Goobay;4
70303;Hardware;Goobay RJ45 CAT 6 U/UTP CCA 1m Grey;0.8;50;0.0002;68439;4040849684395;Goobay;0
70304;Hardware;Goobay RJ45 CAT 6 U/UTP CCA 2m Grey;1.21;50;0.0001;68454;4040849684548;Goobay;0
70306;Hardware;Goobay CAT 6 U/UTP CCA 5m Grey;2.01;50;0.0002;68419;4040849684197;Goobay;0
70307;Hardware;Goobay RJ 45 UTP CAT6 7,5 meter uskærmet;2.28;30;0.0003;68429;4040849684296;Goobay;0
70308;Hardware;Goobay RJ45 CAT 6 U/UTP CCA 10m Grey;3.35;50;0.0002;68444;4040849684449;Goobay;0
70313;Hardware;Goobay RJ45 CAT 6 S/FTP CU LSZH 20m Grey;7.9;21;0.2;50893;4040849508936;Goobay;0
70316;Hardware;Goobay RJ45 CAT6 S/FTP CU LSZH 2m Grey;1.61;50;0.2;50887;4040849508875;Goobay;0
70314;Hardware;Goobay RJ45 CAT 6 S/FTP CU LSZH 0,5m Grey;0.94;50;0.1;50885;4040849508851;Goobay;0
70315;Hardware;Goobay RJ45 CAT 6 S/FTP CU LSZH 1m Grey;1.47;50;0.1;50886;4040849508868;Goobay;0
70317;Hardware;Goobay RJ45 CAT 6 S/FTP CU LSZH 3m Grey;3.21;50;0.3;50888;4040849508882;Goobay;0
70318;Hardware;Goobay RJ45 CAT 6 S/FTP CU LSZH 5m Grey;3.88;24;0.4;50889;4040849508899;Goobay;0
70321;Hardware;Goobay RJ45 CAT 6 S/FTP CU LSZH 10m Grey;5.36;50;1;50891;4040849508912;Goobay;0
70322;Hardware;Goobay RJ45 CAT 6 S/FTP CU LSZH 15m Grey;7.36;19;0.3;50892;4040849508929;Goobay;0
70323;Hardware;Goobay RJ45 CAT 6 S/FTP CU LSZH 30m Grey;11.92;10;0.25;50894;7666231129854;Goobay;0
70330;Hardware;Goobay RJ 45 UTP 0,5 meter uskærmet GRØN;0.67;0;0.0001;68338;4040849683381;Goobay;4
70352;Hardware;Goobay CAT 6 U/UTP CCA 0,5m Black;0.67;0;0.0002;68676;4040849686764;Goobay;4
70376;Hardware;Goobay RJ45 CAT 5e U/UTP CCA 50m Grey;6.56;9;0.0003;68382;4040849683824;Goobay;0
70388;Hardware;Goobay RJ45 CAT 5e S/FTP CCA 0,5m Yellow;0.54;0;0.0001;68064;4040849680649;Goobay;4
70390;Hardware;Goobay RJ45 CAT 5e F/UTP CCA 2m Grey;0.94;0;0.0002;50128;4040849501289;Goobay;4
70397;Hardware;Goobay RJ45 CAT 5e S/FTP CCA 5m Green;1.61;0;0.3;68046;;Goobay;4
70398;Hardware;Goobay RJ45 CAT 5e S/FTP CCA 5m Red;1.61;0;0.3;68035;;Goobay;4
70399;Hardware;Goobay RJ45 CAT 5e S/FTP CCA 5m Blue;1.61;0;0.3;68057;4040849680571;Goobay;4
70407;Hardware;Goobay CAT 6 S/FTP CU 0,5m Red;0.94;50;0.1;68277;4040849682773;Goobay;0
70410;Hardware;Goobay RJ45 CAT 5e F/UTP 5m Grey;1.61;0;0.2;50130;4040849501302;Goobay;4
70411;Hardware;Goobay CAT 6 S/FTP CU 0,5m Blue;0.94;50;0.05;68266;4040849682667;Goobay;0
70413;Hardware;Goobay RJ45 CAT 6 S/FTP CU LSZH 2m Blue;1.61;50;0.2;68268;4040849682681;Goobay;0
70414;Hardware;Goobay RJ45 CAT 5e U/UTP CCA 15m Black;1.47;12;0.0003;68646;4040849686467;Goobay;0
70419;Hardware;Goobay RJ45 CAT 5e S/FTP CCA 1m Black;0.67;0;0.1;68655;4040849686559;Goobay;4
70425;Hardware;Goobay RJ45 CAT 5e F/UTP CCA 15m Grey;2.41;0;0.1;50197;4040849501975;Goobay;4
70439;Hardware;Goobay RJ 45 UTP 10 meter uskærmet Hvid;2.95;0;0.0003;68502;4040849685026;Goobay;4
70443;Hardware;Goobay RJ45 CAT 5e S/FTP CCA 0,25m Red;0.54;0;0.1;68620;4040849686207;Goobay;4
70451;Hardware;Goobay RJ45 modular plug for round cable 8 pol;0.8;50;0.005;58627;4051366586277;Goobay;0
70453;Hardware;Goobay RJ45 CAT 6 S/FTP 100m CCA Grey;23.97;4;4;93953;4051369939537;Goobay;0
70455;Hardware;Goobay RJ45 CAT 5e S/FTP CCA 100m Grey;14.59;0;4;68706;4040849687068;Goobay;4
70457;Hardware;Goobay RJ45 CAT 5e U/UTP CU 305m Grey;60.12;0;0.015;93292;4040849932922;Goobay;4
70458;Hardware;Goobay RJ45 CAT 5e U/UTP CCA 100m Grey;13.26;0;0.004;68707;4040849687075;Goobay;4
70459;Hardware;goobay Patchk.CAT6 SFTP starr LC gy 100m;21.09;0;3.405;93955;4040849939556;Goobay;4
70460;Hardware;Goobay RJ 45 UTP 305 meter blød CAT6;48.07;5;0.008;93885;4040849938856;Goobay;0
70463;Hardware;Goobay RJ45 CAT5e UTP 305 meter montage kabel;56.1;1;0.01;68940;4040849689406;Goobay;0
70470;Hardware;Goobay RJ 45 samlestykke;0.67;50;0.005;50260;4040849502606;Goobay;0
70471;Hardware;Goobay RJ45 Overtræk Black (10 pcs. polybag);0.4;50;0.18;11216;4040849112164;Kabler/Tilbeh;0
70472;Hardware;Goobay RJ45 Dataudtag CAT5 til vægmont LSA+ HVID;5.22;13;0.0002;50971;4040849509711;Goobay;0
70475;Hardware;Goobay RJ45 CAT5 samlestykke skærmet;1.21;26;0.1;15027;4040849150272;Goobay;0
70477;Hardware;Goobay RJ45 CAT6 samlestykke skærmet;2.54;50;0.05;93963;4040849939631;Goobay;0
70485;Hardware;Goobay RJ 45 Dataudtag CAT6 STP indb/væg LSA+ hvid;5.22;13;0.0002;68244;4040849682445;Goobay;0
70513;Hjem & Hobby;Knivblade med 18mm klinge 10 stk.;1.61;11;0.05;WZ M 18 replacement blades 18 mm 10pcs;;;0
70525;Hardware;Goobay Antenne Kabel dobbeltskærmet Hvid 1,5m;0.54;50;0.2;11510 ;4040849115103;Goobay;0
70526;Hardware;Goobay Antenne Kabel dobbeltskærmet Hvid 2,5m;1.34;4;0.2;11511;4040849115110;Goobay;0
70527;Hardware;Goobay Antenne Kabel dobbeltskærmet Hvid 5m;0.94;13;0.5;11714;4040849117145;Goobay;0
70528;Mobiler, Telefoni & Navigation;Goobay Antenne Fordeler 1x hun til 2 x han;0.67;5;0.0002;11532;4040849115325;Kabler/Tilbeh;0
70537;Hardware;Goobay HDMI til DVI kabel 2M (HDMI han til DVI D);3.88;50;0.3;50580;4040849505805;Goobay;0
70540;Hardware;Goobay DVI-D han til HDMI hun adapter;2.01;19;0.0001;68482;4040849684821;Goobay;0
70539;Hardware;Goobay HDMI til DVI-D adapter;2.28;39;0.035;68098;4040849680984;Goobay;0
70555;Hardware;Goobay HDMI 1.4 2m Black;2.54;3;0.0003;31884;4040849318849;Goobay;0
70554;Hardware;Goobay HDMI kabel 1m Guld Ethernet sort;2.01;50;0;51818;4040849518188;Goobay;0
70559;Hardware;Goobay Mini DisplayPort til HDMI 1 meter kabel;6.56;12;0.2;52860;4040849528606;Goobay;0
70560;Hardware;Goobay Mini DisplayPort til HDMI 2 meter kabel;7.9;40;0.3;52861;4040849528613;Goobay;0
70561;Hardware;Goobay PS/2 til USB adapter;2.01;0;0.0001;68919;4040849689192;Goobay;4
70563;Hardware;Goobay HDMI kabel 10m Guld Ethernet sort;6.03;14;0.001;31911;4040849517112;Goobay;0
70562;Hardware;Goobay USB til PS/2 adapter;2.01;18;0.0001;68918;4040849689185;Goobay;0
70565;Hardware;Goobay Antenne Kabel dobbeltskærmet Hvid 15m;1.21;0;0.6;11515;4040849115158;Goobay;4
70584;Hardware;Goobay Antenne Kabel dobbeltskærmet Hvid 10m;1.21;5;0.4;11514;4040849115141;Goobay;0
70590;Hardware;Goobay RJ 45 SF/UTP 1 meter skærmet;1.61;0;0.1;50144;4040849501449;Goobay;4
70595;Hardware;Goobay RJ45 CAT 5e SF/UTP CCA 15m Grey;3.88;0;0.5;50877;4040849508776;Goobay;4
70601;Hardware;Goobay RJ45 CAT 5e Crossover U/UTP CCA 3m Grey;1.07;0;0.0001;68866;4040849688669;Goobay;4
70608;Hardware;Goobay RJ 45 CAT 5e S/FTP 5 meter Skærmet sort;1.61;0;0.5;68662;4040849686627;Goobay;4
70615;Hardware;Goobay HDMI 1.4 5m Black;3.35;40;0.0003;31886;4040849517341;Goobay;0
70621;Hardware;Goobay RJ 45 CAT 5e S/FTP 5 meter Skærmet hvid;1.61;0;0.4;93498;4040849934988;Goobay;4
70631;Hardware;Goobay USB kabel 1.8M digital kamera(5 pol mini);1.21;29;0.0001;50767;4040849507670;Goobay;0
70634;Hardware;;1.21;9;0.0001;68901;4040849689017;Kabler/Tilbeh;0
70635;Hardware;Goobay USB 2.0 A/B Certificeret 1.8 meter;0.94;50;0.0001;50831;4040849508318;Goobay;0
70636;Hardware;Goobay USB 2.0 A/B Certificeret 3 meter;1.21;50;0.0001;50832;4040849508325;Goobay;0
70641;Hardware;Goobay USB kabel 3M til digital kamera(5 pol mini);1.07;17;0;50768;4051366507685;Goobay;0
70752;Hardware;Goobay RJ45 CAT 6 U/UTP CCA 0,5m White;0.67;50;0.0003;68632;4040849686320;Goobay;0
70753;Hardware;Goobay HDMI til Micro HDMI kabel 3M;3.35;50;0.1;31943;4040849319433;Kabler/Tilbeh;0
70759;Hardware;Goobay CAT 6 U/UTP CCA 1m Black;0.8;50;0.0002;68677;4040849686771;Goobay;0
70779;Hardware;Goobay RJ45 CAT 6 S/FTP CCA 305m Grey;64.14;2;8;95696;4897032651814;Goobay;0
70782;Hardware;Goobay RJ45 CAT 5 F/UTP 305m Hård montage kabel;38.7;0;0.004;95707;4040849957079;Goobay;4
70785;Hardware;Goobay CAT 6 U/UTP CCA 0,25m White;0.54;50;0.0001;95257;4040849952579;Goobay;0
70798;Hardware;Goobay USB2.0 lade kabel til micro 1.8 m hvid;1.61;0;0.0001;95143;4040849951435;Goobay;4
70794;Hardware;Goobay USB2.0 lade kabel til micro 1.8 m sort;1.61;50;0;93181;4040849468001;Goobay;0
70795;Hardware;Goobay USB Mini B(hun) - USB micro B(Han) adapter;0.8;0;0.0001;93983;4040849939839;Goobay;4
71501;Hardware;Goobay SVGA Monitorkabel 3 meter skærmet;2.95;16;0.5;93369;4040849933691;Goobay;0
71502;Hardware;Goobay SVGA Monitorkabel 1.8meter skærmet(Han-Han);2.95;17;0.2;93368;4040849933684;Goobay;0
71503;Hardware;Goobay SVGA Forlænger 1,8 meter skærmet Han - Hun;2.68;1;0.0002;93613;4040849936135;Goobay;0
71504;Hardware;Goobay SVGA Forlænger 5 meter skærmet;5.22;0;0.3;50487;4040849504877;Goobay;4
71508;Hardware;Goobay VGA 10m Black;7.9;5;0.5;50491;4040849504914;Goobay;0
71505;Hardware;Goobay VGA 5m Black;5.22;20;0.3;50490;4040849930980;Goobay;0
71506;Hardware;Goobay DVI Kabel DVI-D 1,8M DVIxDVI (Dual-link);3.88;50;0.0002;93573;4040849935732;Goobay;0
71509;Hardware;Goobay VGA 15m Black;11.38;1;1;68139;4040849681394;Goobay;0
71511;Hardware;Goobay DVI Kabel DVI-D 3M DVIxDVI (Dual-link);4.69;16;0.0001;68083;4040849680830;Goobay;0
71512;Hardware;Goobay DVI Kabel DVI-D 5 Meter DVIxDVI (Dual-link);5.22;34;0.0001;68084;4040849680847;Goobay;0
71514;Hardware;Goobay SVGA Monitorkabel Skærmet 1 han - 2 hun;1.34;3;0.0002;95138;4040849951381;Goobay;0
71519;Hardware;Goobay DVI forlængerkabel Dual Link 2 meter;3.35;15;0.0005;50855;4040849508554;Goobay;0
71518;Hardware;Goobay SVGA Forlænger 10 meter skærmet;9.24;0;0.5;50488;4040849504884;Goobay;4
72130;Hardware;Goobay Sata kabel med power 0,5meter;1.07;31;0.1;68175;4040849681752;Goobay;0
72136;Hardware;Goobay WLAN forlængerkabel RP SMA han -> hun 2M;4.69;0;0.0002;51676;4040849516764;Goobay;4
72137;Hardware;Goobay WLAN forlængerkabel SMA han -> hun 5 Meter;6.56;0;0.0002;51678;4040849516788;Goobay;4
72143;Hardware;Goobay Audioadapter 3,5 mm mini jack til Toslink;0.4;20;0.01;11922;4040849119224;Goobay;0
72146;Hardware;Goobay Audioadapter 2,5mm jack(han) til 3,5mm(hun);0.54;50;0.0001;11897;4040849118975;Goobay;0
72176;Hardware;Goobay SATA kabel 0,5 meter RØD vinklet;0.8;50;0.2;68177;4040849681776;Goobay;0
72300;Hardware;Goobay Strømtyv 2 x 5.25 stik (molex);0.8;0;0.02;50684;4040849506840;Goobay;4
72318;Hardware;Goobay DisplayPort til DVI-I adapter;6.03;0;0.03;51720;4040849517204;Goobay;4
72319;Hardware;Goobay Kabelskjuler fleksibel 1.8 meter sort;5.22;29;0.0001;51919;4040849521867;Goobay;0
72320;Hardware;Goobay Kabelskjuler fleksibel 1.8 meter Hvid;5.22;2;0.0001;51918;4040849519185;Goobay;0
72323;Hardware;Goobay Mini DisplayPort > DVI-D Adaptor 0,1m White;5.62;34;0.1;51728;4040849517280;Goobay;0
72325;Hardware;Goobay Mini DisplayPort > VGA Adaptor 0,1m White;10.58;29;0.2;51730;4040849517303;Goobay;0
72324;Hardware;Goobay Mini DisplayPort til HDMI adapter til Apple;4.69;50;0.1;51729;4040849517297;Goobay;0
72330;Hardware;Goobay RJ11 4 pins fladkabel 6 meter Sort;0.94;14;0.05;50318;4040849503184;Goobay;0
72337;Hardware;Goobay Mini-DVI han til HDMI hun adapter;5.22;2;0.03;51745;4040849517457;Goobay;0
72342;Hardware;Goobay Mini DisplayPort 1.2 1m White;2.01;0;0.1;52850;4040849528507;Goobay;4
72340;Hardware;Goobay Mini DisplayPort > DisplayPort 1.2 1m White;4.95;34;0.1;52858;4040849528583;Goobay;0
72344;Hardware;Goobay RJ 11 kabel 3 meter med stik sort;1.07;27;0.05;50317;4040849503177;Goobay;0
72350;Hardware;Goobay kabelskjuler slange 2.5 meter Sort;3.88;43;0.0005;51924;4040849519246;Goobay;0
72349;Hardware;Goobay USB A til Micro USB-B 0,15m sort;1.21;0;0.0001;95736;4040849957369;Goobay;4
73368;Hardware;Goobay VGA (splitter) 1 SVGA ind - 2 SVGA ud;4.69;11;0.0002;93263;4040849932632;Goobay;0
74042;Hardware;Goobay Højttalerkabel Transparent 1,5mm2 100 meter;22.63;0;11;15019;4040849150197;Goobay;4
74502;Hardware;Goobay Audio kabel 1xMiniJack-2xRCA 2,5 meter;0.67;32;0.0002;50196;4040849501968;Goobay;0
74152;Mobiler, Telefoni & Navigation;Goobay USB dual biloplader 12/24V 8 adapter sæt;3.88;50;0.0003;42994;4040849429941;Goobay;0
74507;Hardware;Goobay Audiokabel 2xRCA han - 2xRCA han 2,5M;0.54;5;0.0002;50029;4040849500299;Goobay;0
74506;Hardware;Goobay Audio Mini Jack Y/splitterkabel 3,5mm;1.07;20;0.0001;50464;4040849504648;Goobay;0
74511;Hardware;Goobay Audio splitterkabel 1xRCA jack-2 xRCA plugs;0.4;50;0.0001;50008;4040849500084;Goobay;0
74515;Hardware;Goobay Audiokabel 1,5M MJack han - MJack han;0.54;50;0;50019;4040849500190;Goobay;0
74518;Hardware;Goobay Audio forlængerkabel Stereo 5m Jack han/hun;0.94;5;0.0001;50090;4040849500909;Goobay;0
74522;Hardware;Goobay Audio forlænger kabel 5m Jack han/hun;1.74;4;0.0001;50017;4040849500176;Goobay;0
74612;Hardware;Goobay USB 2.0 A/A 5 meter;1.21;50;0.0002;93377;4040849502323;Kabler/Tilbeh;0
74615;Hardware;Goobay USB 2.0 A/A Forlænger 1,8 meter;0.94;38;0.0001;50960;4040849509605;Goobay;0
74616;Hardware;Goobay USB 2.0 A/A Forlænger 5 meter;1.21;21;0.0002;50962;4040849509629;Goobay;0
74617;Hardware;Goobay USB 2.0 A/A Forlænger 2.5 meter;1.21;28;0;68716;4040849687167;Goobay;0
74624;Hardware;Goobay FireWire IEEE 2 meter 4-4;1.07;6;0.05;50347;4040849503474;Goobay;0
74625;Hardware;Goobay FireWire IEEE 2 meter 6-6;1.07;5;0.1;50350;4040849503504;Goobay;0
74631;Hardware;Goobay FireWire IEEE1394b 1,8m 9-9pins;3.88;0;0.1;68185;4040849681851;Goobay;4
74943;Hardware;Goobay Audio forlænger stereo 10M Jack han/hun;0.67;9;0.05;50935;4040849509353;Kabler/Tilbeh;0
74948;Hardware;Goobay Audio forlænger(2xRCA han-2xRCA hun) 2,5M;0.54;10;0.0002;50026;4040849500268;Goobay;0
74964;Hardware;Goobay DVI-I til VGA kabel 2 Meter;2.81;35;0.3;50990;4040849509902;Goobay;0
74985;Hardware;Goobay optisk kabel Toslink-Toslink 2 meter;3.88;7;0.0002;50569;4040849815065;Goobay;0
74994;Hardware;Goobay Audiokabel Stereo 2,5m MJack han -MJack han;0.54;50;0.0002;50449;4040849504495;Kabler/Tilbeh;0
75030;Hardware;Goobay HDMI 19p Hun til DVI-D Hun Adapter;1.74;17;0.0002;68690;4040849686900;Goobay;0
75056;Hardware;Goobay DisplayPort kabel 1 meter 20pin - 20pin;3.88;50;0.2;51952;4040849518720;Goobay;0
75057;Hardware;Goobay SATA Power Adapter 4Pin - 15Pin - strømtyv;0.67;50;0.05;50674;4040849506741;Goobay;0
75059;Hardware;Goobay SATA Power Adapter 4Pin - 2x15Pin Molex;1.21;48;0.1;68524;4040849625848;Goobay;0
75062;Hardware;Goobay SATA power adapter hun 15p - 2x15p;1.34;34;0.0001;95114;4040849951145;Goobay;0
75067;Hardware;Goobay Toslink Adapter jack 2 x Toslink jack;3.35;0;0.1;11927;4040849119279;Goobay;4
75076;Hardware;Goobay DisplayPort kabel 2 meter 20pin - 20pin;6.03;50;0.2;51953;4040849518751;Goobay;0
75079;Hardware;Goobay DisplayPort kabel 5 meter 20pin - 20pin;6.03;23;0.4;51955;4040849519550;Goobay;0
75080;Hardware;Goobay 3,5 mm toslink mini jack til toslink plug;0.67;2;0.01;11924;4040849119248;Goobay;0
75100;Hardware;Goobay Powerkabel 2 meter standard;2.01;50;0.0002;50077;4040849500770;Goobay;0
75102;Hardware;Goobay Powerkabel 2 meter EDB stik sort;2.54;15;0.2;93618;4040849936180;Goobay;0
75104;Hardware;Goobay Powerkabel 1,8 meter 0,75 mm2 sort + Jord;2.54;0;0.2;95732;4040849957321;Goobay;4
75103;Hardware;Goobay Powerkabel 1.8meter til bærbar Mickey Mouse;2.01;42;0.0002;68004;4040849680045;Goobay;0
75105;Hardware;Goobay Stikdåse 3-vejs m/1,5m ledning;3.35;5;0.228;51293;4040849512933;Goobay;0
75108;Hardware;Goobay Stikdåse 6-vejs m/1,5m ledning;3.88;10;0.26;51296;4040849512964;Goobay;0
75109;Hardware;Goobay Stikdåse 6-vejs m/1,5m ledning m/afbryder;4.28;28;0.3;51288;4040849512889;Goobay;0
75111;Hardware;Goobay Powerkabel 1,8 meter fra PC til Skærm;2.28;50;0.2;50081;4040849500817;Goobay;0
75115;Hardware;Teslanol Trykluft 400ml;3.35;50;0.0005;26003;4040849260032;Teslanol;0
75116;Hardware;Goobay Bundkort Power Adapter 8pin - 4pin 0.2m;0.67;50;0.0001;51358;4040849513589;Kabler/Tilbeh;0
75118;Hardware;Goobay Powerkabel (8-talsstik) 1,5meter;1.21;23;0.0001;50084;4040849500848;Goobay;0
75120;Hardware;Goobay Powerkabel 2 meter 0,75mm2 m. vinkel sort;2.41;30;0.1;50080;4040849500800;Goobay;0
75141;Hardware;Goobay 2xRCA - 2xRCA cable 3,0m sort;2.54;0;0.4;50119;4040849501197;Goobay;4
75148;Hardware;Goobay Power kabel 1,0 meter fra PC til Skærm;1.61;42;0.2;95125;4040849951251;Goobay;0
75161;Hardware;Goobay HDMI 1.4 2m White;2.54;12;0.0003;31893;4040849318931;Goobay;0
75164;Hardware;Goobay HDMI 1.4 10m White;5.22;13;0.0004;31896;4040849318962;Goobay;0
75162;Hardware;Goobay HDMI 1.4 3m White;2.28;12;0.0001;31894;4040849318948;Goobay;0
75166;Hardware;Goobay USB 3.0 A/B 180 HiSpeed 1,8 meter sort;1.87;39;0.0002;93655;4040849936555;Goobay;0
75169;Hardware;Goobay USB 3.0 A/A 300 HiSpeed 3,0 meter sort;2.54;50;0.0002;93929;4040849939297;Goobay;0
75174;Hardware;Goobay Adapter RCA hun til 3,5 mm Jack stik han;0.8;3;0;11688;4040849116889;Goobay;0
75178;Hardware;Goobay Adapter S-Video til 1xRCA han;0.67;10;0.2;12432;4040849124327;Goobay;0
75181;Hardware;Goobay USB 3.0 - Micro-B 1M sort;2.01;18;0.0001;95169;4040849951695;Goobay;0
75190;Hardware;Goobay HDMI 1.4 1m White;1.21;50;0.0003;31891;4040849318917;Goobay;0
75192;Hardware;Goobay SSD Bracket adapter 2.5 to 3.5 kit sort;1.61;50;0.1;93990;4040849939907;Goobay;0
75193;Hardware;Goobay Bracket adapter 3,5'' - 5,25 HDD kit;0.67;0;0.1;93034;4040849930348;Goobay;4
75199;Hardware;Goobay USB 3.0 A han/A hun forlænger 1,8m sort;2.28;11;0.0001;93998;4040849939983;Goobay;0
75200;Hardware;Goobay USB 3.0 A han/A hun forlænger 3m sort;2.95;50;0.0002;93999;4040849939990;Goobay;0
75204;Hardware;Goobay HDMI 1.4 Rotatable 2m Black;2.68;50;0.0004;31914;4040849319143;Goobay;0
75205;Hardware;Goobay HDMI 1.4 Rotatable 5m Black;4.02;22;0.0006;31890;4040849318900;Goobay;0
75251;Hardware;Goobay DisplayPort > DVI-D 1.2 2m Black;10.58;50;0.2;51961;4040849517396;Goobay;0
75252;Hardware;Goobay DisplayPort > DVI-D 1.2 3m Black;10.04;45;0.5;51962;4040849517402;Goobay;0
75377;Hardware;Goobay HDMI kabel 20m Guld med forstærker;40.04;1;0.0006;31971;4051369319711;Goobay;0
75600;Hardware;Goobay Adapter cable 0,2 m 1xRCA han - 2xRCA hun;0.54;50;0.0003;50005;4040849500053;Goobay;0
75602;Hardware;Goobay Adapter 3.5mm jack hun til 2xRCA 1,4meter;0.67;36;0.0001;50442;4040849504426;Goobay;0
75606;Hardware;Goobay audio adapter 3,5mm hun til 6,35mm han;3.88;0;0.0001;11100;4040849111006;Goobay;5
75607;Hardware;Goobay audio adapter 2x3,5mm hun til 6,35mm han;0.67;0;0.0001;11103;4040849111037;Goobay;4
75614;Hardware;Goobay adapter kabel 0,2m 3.5mm hun - 2x3.5mm han;0.67;0;0.02;50472;4040849504723;Goobay;5
75615;Hardware;Goobay audio forlænger cable 3,5mm 5meter hvid;1.74;7;0.05;62364;4040849623646;Goobay;0
75613;Hardware;Goobay adapter cable 0,2m 6,35mm hun til 3,5mm han;0.67;0;0.0001;50470;4040849504709;Goobay;4
75612;Hardware;Goobay audio adapter 2,5mm hun til 3,5mm han;0.67;5;0.02;11898;4040849118982;Goobay;0
83611;Hardware;Goobay stabilized switching power supply AC/DC;18.61;0;0.3;53986;4040849539862;Goobay;4
84093;Computere & Tablets;Universal 7 Cover med BlueTooth tastatur;6.56;50;0.0005;iPad mini Cover with blueTooth keyboard;5711802000444;Apple Reservedele;0
94173;Hardware;Goobay RJ45 CAT 6 Flat U/UTP CU 0,5m Black;0.8;4;0.0001;95379;4040849953798;Goobay;0
94174;Hardware;Goobay RJ45 CAT6 UTP 5M Uskærmet flad hvid;2.14;0;0.08;95154;4040849951541;Goobay;4
94175;Hardware;Goobay RJ45 CAT6 UTP 2M Uskærmet flad hvid;1.07;0;0.0002;95152;4040849951527;Goobay;4
94176;Hardware;Goobay RJ45 CAT6 UTP 2M Uskærmet flad sort;1.34;0;0.03;95384;4040849953842;Goobay;4
94179;Hardware;Goobay RJ45 CAT 5e Flat U/UTP CCA 5m White;1.61;0;0.0005;93361;4040849933615;Goobay;5
94182;Hardware;Goobay RJ45 CAT 5e Flat U/UTP CCA 1m White;1.07;0;0.0002;93358;4040849933585;Goobay;4
94180;Hardware;Goobay RJ45 CAT 6 Flat U/UTP CU 1m Black;1.21;0;0.02;95380;4040849953804;Goobay;4
94183;Hardware;Goobay RJ45 CAT6 Flat U/UTP CU 15m White;3.88;0;0.0012;95157;4040849951572;Goobay;4
94184;Hardware;Goobay RJ45 CAT5e UTP 15M Uskærmet flad hvid;3.35;0;0.001;93364;4040849933646;Goobay;4
94187;Hardware;Goobay RJ45 CAT 6 Angled U/UTP CCA 20m Black;4.69;0;0.0015;95385;4040849943850;Goobay;4
94190;Hardware;Goobay RJ45 CAT5e Flat U/UTP 10m White;2.54;5;0.0008;93363;4040849933639;Goobay;0
94204;Hardware;Goobay RJ45 CAT 5e Flat U/UTP CCA 0,5m White;0.8;0;0.0001;93357;4040849933578;Goobay;4
94203;Hardware;Goobay RJ45 CAT 6 Flat U/UTP CU 1m White;1.21;0;0.0001;95151;4040849951510;Goobay;4
